1.044517396184063216e+02,3.595102880658441791e+01
1.044517396184063216e+02,3.858477366255146990e+01
1.064270482603816106e+02,8.401687242798357147e+01
1.057686120463898476e+02,8.796748971193420630e+01
1.057686120463898476e+02,9.060123456790125829e+01
1.064270482603816106e+02,9.191810699588484113e+01
1.064270482603816106e+02,9.586872427983541911e+01
1.064270482603816106e+02,9.652716049382718211e+01
1.070854844743733736e+02,9.916090534979429094e+01
1.070854844743733736e+02,1.031115226337449258e+02
1.077439206883651366e+02,1.287905349794239100e+02
1.077439206883651366e+02,1.320827160493827819e+02
1.077439206883651366e+02,1.340580246913580709e+02
1.084023569023569564e+02,1.373502057613169427e+02
1.077439206883651366e+02,1.406423868312757577e+02
1.077439206883651366e+02,1.432761316872428665e+02
1.077439206883651366e+02,1.445930041152263925e+02
1.077439206883651366e+02,1.465683127572016815e+02
1.070854844743733736e+02,1.492020576131687903e+02
1.070854844743733736e+02,1.524942386831276053e+02
