2.521271979049756737e+02,7.779629629629630472e+01
2.506868686868687064e+02,9.508024691358036762e+01
2.492465394687617390e+02,1.066028806584363338e+02
2.478062102506547717e+02,1.195658436213993809e+02
2.492465394687617390e+02,1.339691358024692818e+02
2.492465394687617390e+02,1.454917695473252479e+02
2.478062102506547717e+02,1.598950617283951487e+02
2.492465394687617390e+02,1.699773662551440339e+02
2.492465394687617390e+02,1.843806584362141621e+02
2.492465394687617390e+02,1.973436213991769819e+02
2.478062102506547717e+02,2.103065843621400290e+02
2.478062102506547717e+02,2.203888888888889142e+02
2.478062102506547717e+02,2.261502057613168972e+02
2.478062102506547717e+02,2.391131687242799444e+02
2.463658810325476907e+02,2.535164609053498452e+02
2.449255518144407233e+02,2.693600823045268271e+02
2.434852225963337560e+02,2.823230452674897606e+02
2.420448933782266749e+02,2.952860082304526941e+02
2.406045641601197076e+02,3.082489711934157413e+02
1.498638234193789458e+02,2.880843621399177437e+02
1.498638234193789458e+02,2.765617283950617775e+02
1.585057987280209773e+02,2.621584362139918767e+02
1.743494201271979591e+02,2.491954732510288295e+02
1.945140291806958430e+02,2.362325102880658960e+02
2.233206135428357584e+02,2.275905349794239783e+02
2.679708193041526556e+02,2.247098765432099299e+02
2.895757575757576205e+02,2.319115226337448803e+02
3.140613542835765202e+02,2.434341563786008464e+02
3.241436588103255190e+02,2.491954732510288295e+02
3.327856341189674367e+02,2.578374485596708610e+02
