1.116945379723157714e+02,4.121851851851852189e+01
1.123529741863075344e+02,4.582757201646097656e+01
1.123529741863075344e+02,4.977818930041155454e+01
1.136698466142910604e+02,5.438724279835395237e+01
1.136698466142910604e+02,6.097160493827163918e+01
1.136698466142910604e+02,6.755596707818932600e+01
1.136698466142910604e+02,7.150658436213996083e+01
1.130114104002992974e+02,7.479876543209883266e+01
1.130114104002992974e+02,7.809094650205764765e+01
1.130114104002992974e+02,8.401687242798357147e+01
1.123529741863075344e+02,8.928436213991773229e+01
1.123529741863075344e+02,9.389341563786013012e+01
1.116945379723157714e+02,9.784403292181076495e+01
1.110361017583240084e+02,1.037699588477366888e+02
1.110361017583240084e+02,1.064037037037037408e+02
1.103776655443322454e+02,1.090374485596708496e+02
1.097192293303404824e+02,1.136465020576131906e+02
1.097192293303404824e+02,1.175971193415638254e+02
1.090607931163487194e+02,1.228646090534979862e+02
1.090607931163487194e+02,1.254983539094650382e+02
1.084023569023569564e+02,1.287905349794239100e+02
1.084023569023569564e+02,1.333995884773663079e+02
1.084023569023569564e+02,1.366917695473251229e+02
1.084023569023569564e+02,1.439345679012346295e+02
1.084023569023569564e+02,1.478851851851852075e+02
1.084023569023569564e+02,1.518358024691358423e+02
1.084023569023569564e+02,1.564448559670782402e+02
1.070854844743733736e+02,1.630292181069959270e+02
1.057686120463898476e+02,1.702720164609053768e+02
1.018179947624392128e+02,1.821238683127572244e+02
