1.213529741863074776e+02,8.665061728395068030e+01
1.213529741863074776e+02,9.060123456790125829e+01
1.213529741863074776e+02,9.323497942386836712e+01
1.206945379723157146e+02,9.916090534979429094e+01
1.206945379723157146e+02,1.031115226337449258e+02
1.213529741863074776e+02,1.090374485596708496e+02
1.206945379723157146e+02,1.123296296296296646e+02
1.206945379723157146e+02,1.156218106995885364e+02
1.206945379723157146e+02,1.195724279835391144e+02
1.200361017583239516e+02,1.241814814814815122e+02
1.193776655443321886e+02,1.294489711934156730e+02
1.193776655443321886e+02,1.353748971193415969e+02
1.193776655443321886e+02,1.399839506172839947e+02
1.193776655443321886e+02,1.478851851851852075e+02
1.193776655443321886e+02,1.557864197530864772e+02
1.193776655443321886e+02,1.623707818930041640e+02
1.193776655443321886e+02,1.669798353909465618e+02
1.193776655443321886e+02,1.735641975308642486e+02
1.193776655443321886e+02,1.808069958847736984e+02
1.193776655443321886e+02,2.031938271604938677e+02
