2.550078563411897221e+02,7.923662551440338575e+01
2.550078563411897221e+02,9.075925925925935189e+01
2.535675271230826411e+02,1.022818930041153180e+02
2.521271979049756737e+02,1.138045267489712842e+02
2.535675271230826411e+02,1.253271604938272503e+02
2.506868686868687064e+02,1.354094650205761354e+02
2.521271979049756737e+02,1.469320987654321016e+02
2.550078563411897221e+02,1.541337448559672794e+02
2.550078563411897221e+02,1.656563786008232455e+02
2.535675271230826411e+02,1.786193415637860653e+02
2.535675271230826411e+02,1.858209876543210157e+02
2.535675271230826411e+02,1.987839506172840629e+02
2.521271979049756737e+02,2.131872427983539637e+02
2.521271979049756737e+02,2.247098765432099299e+02
2.506868686868687064e+02,2.347921810699589287e+02
2.492465394687617390e+02,2.419938271604938791e+02
2.478062102506547717e+02,2.535164609053498452e+02
2.478062102506547717e+02,2.650390946502058114e+02
2.463658810325476907e+02,2.765617283950617775e+02
2.463658810325476907e+02,2.837633744855967279e+02
2.463658810325476907e+02,2.938456790123457267e+02
2.463658810325476907e+02,2.981666666666667425e+02
2.449255518144407233e+02,3.053683127572016929e+02
2.449255518144407233e+02,3.111296296296296759e+02
2.449255518144407233e+02,3.154506172839506917e+02
2.434852225963337560e+02,3.240925925925926094e+02
2.434852225963337560e+02,3.269732510288066578e+02
2.420448933782266749e+02,3.341748971193416082e+02
2.406045641601197076e+02,3.413765432098765586e+02
2.420448933782266749e+02,3.500185185185185901e+02
